区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,新景家园西区 ,2室1厅,76.71,820,106897,房本满五年,南西,精装,有电梯,中楼层(共16层)2004年建板塔结合,,-
东城,仓南胡同14号院 ,1室1厅,45.1,660,146342,房本满五年,西,其他,无电梯,中楼层(共6层)1993年建板楼,,-
东城,禾风相府 ,1室0厅,38.29,510,133195,房本满五年,西,精装,有电梯,中楼层(共14层)2004年建板楼,,-
东城,白桥苑 ,2室1厅,121.46,1210,99622,房本满五年,西南,精装,无,顶层(共13层)2000年建板塔结合,,-
东城,奋章胡同 ,3室1厅,69.23,720,104002,房本满五年,东西,简装,无,中楼层(共4层)1999年建板楼,,-
东城,朝阳门南小街 ,2室1厅,79.67,830,104180,,西,精装,有电梯,低楼层(共9层)2003年建板楼,,-
东城,长青园 ,1室1厅,41.01,350,85346,房本满五年,南,简装,无电梯,高楼层(共6层)1990年建板楼,,-
东城,长青园 ,3室1厅,87.19,738,84643,房本满五年,南北,精装,无电梯,顶层(共6层)1992年建板楼,,-
东城,北河沿大街 ,2室1厅,57.87,648,111976,房本满五年,西北,简装,无电梯,顶层(共6层)1985年建塔楼,,-
东城,板厂新里 ,3室2厅,115.8,1100,94992,房本满五年,南北,精装,无,底层(共4层)1990年建板楼,,-
东城,朝阳门南小街 ,2室1厅,79.67,830,104180,房本满五年,西,精装,有电梯,低楼层(共9层)2003年建板楼,,-
东城,白桥苑 ,2室1厅,121.46,1210,99622,房本满五年,西南,精装,无,顶层(共13层)2000年建板塔结合,,-
东城,西堂子胡同 ,3室1厅,69.35,830,119683,房本满五年,南北,简装,无电梯,中楼层(共6层)1988年建板楼,,-
东城,天坛东里中区 ,2室1厅,45.46,380,83590,房本满五年,南北,简装,无电梯,底层(共6层)1980年建板楼,,-
东城,西水井胡同 ,2室1厅,74.95,750,100067,房本满五年,东西,精装,有电梯,低楼层(共16层)2003年建板塔结合,,-
东城,花市枣苑一期 ,2室2厅,126.52,1350,106703,房本满五年,东,简装,有电梯,低楼层(共18层)2002年建塔楼,,-
东城,禾风仕家 ,1室1厅,64.41,785,121876,房本满五年,西,毛坯,有电梯,中楼层(共10层)2004年建板塔结合,,-
东城,南竹杆胡同 ,1室1厅,47.63,640,134370,房本满五年,南,精装,无电梯,高楼层(共6层)2003年建板楼,,-
东城,元嘉国际公寓 ,3室1厅,165.82,1100,66337,房本满五年,西北,简装,有电梯,低楼层(共7层)2003年建塔楼,,-
东城,东中公寓 ,4室2厅,233.06,2097,89977,房本满五年,东南北,简装,有电梯,中楼层(共12层)1999年建板塔结合,,-
东城,民安小区东直门北中街 ,2室1厅,71.48,798,111640,房本满五年,南,精装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,和平里六区 ,2室1厅,89.05,830,93207,房本满五年,东南,其他,有电梯,中楼层(共17层)1998年建塔楼,,-
东城,和平里五区 ,1室1厅,40.98,435,106150,房本满五年,东南,其他,无,顶层(共6层)1996年建板楼,,-
东城,保利蔷薇 ,1室1厅,62.57,680,108679,房本满五年,东西,精装,有电梯,底层(共16层)2008年建板塔结合,,-
东城,西总布胡同 ,1室1厅,42.21,453,107321,房本满五年,南,精装,无电梯,低楼层(共6层)1988年建板楼,,-
东城,中绦胡同甲2号院 ,2室1厅,61.56,700,113711,房本满五年,南北,简装,无,低楼层(共6层)1985年建板楼,,-
东城,管村10号 ,2室1厅,58.79,360,61235,房本满五年,南北,其他,无电梯,顶层(共6层)1984年建板楼,,-
东城,新裕家园 ,1室0厅,36.29,510,140535,房本满五年,北,其他,有电梯,高楼层(共13层)2007年建板塔结合,,-
东城,管村26号院 ,2室1厅,69.14,500,72318,房本满五年,南北,简装,无电梯,顶层(共6层)1997年建板楼,,-
东城,冠城名敦道 ,2室1厅,91.39,660,72218,房本满五年,东北,简装,无,低楼层(共23层)2010年建塔楼,,-
东城,富贵园三区 ,1室1厅,63.74,605,94917,,东,简装,有电梯,高楼层(共16层)2002年建塔楼,,-
东城,灯市口大街 ,1室1厅,50.35,600,119166,,南,精装,有电梯,中楼层(共10层)1990年建板塔结合,,-
东城,国瑞城东区 ,3室1厅,68.75,730,106182,,西,简装,有电梯,低楼层(共16层)2006年建板塔结合,,-
东城,工体北里 ,2室1厅,63.19,625,98909,,南北,简装,无电梯,中楼层(共6层)1985年建板楼,,-
东城,长青园 ,2室1厅,65.58,540,82343,,东西,简装,无电梯,顶层(共6层)1989年建板楼,,-
东城,朝阳首府 ,2室1厅,107.51,1100,102317,,东北,其他,有电梯,中楼层(共15层)2009年建塔楼,,-
东城,安德路乙61号院 ,2室1厅,54.44,595,109295,房本满五年,东北,简装,无,底层(共14层)1989年建塔楼,,-
东城,长青园 ,2室1厅,65.58,540,82343,房本满五年,东西,简装,无电梯,顶层(共6层)1989年建板楼,,-
东城,水上华城 ,1室1厅,79.56,830,104324,房本满五年,西,精装,有电梯,高楼层(共23层)2006年建板塔结合,,-
东城,上龙西里 ,3室2厅,185.6,1748,94182,房本满五年,西南,精装,有电梯,高楼层(共18层)1996年建塔楼,,-
东城,朝阳首府 ,2室1厅,107.51,1100,102317,房本满五年,东北,其他,有电梯,中楼层(共15层)2009年建塔楼,,-
东城,朝阳门南小街 ,1室1厅,55.1,680,123412,房本满五年,东,精装,有电梯,中楼层(共16层)2004年建板塔结合,,-
东城,富贵园三区 ,1室1厅,63.74,605,94917,房本满五年,东,简装,有电梯,高楼层(共16层)2002年建塔楼,,-
东城,民主北街22号院 ,2室1厅,51.01,406,79593,房本满五年,南,简装,无电梯,中楼层(共5层)1970年建板楼,,-
东城,建国门内大街 ,3室1厅,122.46,1550,126572,房本满五年,南西北,简装,无电梯,顶层(共6层)1996年建板楼,,-
东城,豆瓣胡同 ,2室1厅,71.3,920,129033,房本满五年,南北,精装,有电梯,中楼层(共21层)2003年建板楼,,-
东城,花市枣苑二期 ,2室1厅,126.46,1320,104381,房本满五年,西,简装,有电梯,中楼层(共19层)2004年建塔楼,,-
东城,中海紫御公馆 ,1室2厅,61.66,650,105417,房本满五年,西北,精装,有电梯,中楼层(共22层)2010年建板塔结合,,-
东城,竹杆胡同 ,2室1厅,76.49,800,104589,房本满五年,南,精装,无电梯,低楼层(共6层)2003年建板楼,,-
东城,新景家园东区 ,1室0厅,31.2,421,134936,房本满五年,西,简装,有电梯,低楼层(共15层)2008年建板塔结合,,-
东城,崇文门东大街 ,2室1厅,64.08,620,96755,房本满五年,南北,简装,有电梯,高楼层(共12层)1980年建板塔结合,,-
东城,竹杆胡同 ,1室1厅,54.75,630,115069,房本满五年,南,精装,无电梯,顶层(共6层)2003年建板楼,,-
东城,长安太和 ,4室2厅,314.28,3400,108184,房本满五年,东,精装,有电梯,中楼层(共24层)2012年建板楼,,-
东城,东花市北里西区 ,4室2厅,232.47,1750,75279,房本满五年,南北,其他,无电梯,高楼层(共7层)1990年建板楼,,-
东城,北官厅胡同 ,3室1厅,73.94,900,121721,房本满五年,西南,其他,无电梯,中楼层(共6层)1988年建板楼,,-
东城,聚龙花园 ,4室2厅,297.51,2180,73275,房本满五年,南北,毛坯,有电梯,中楼层(共8层)2001年建板塔结合,,-
东城,朝阳首府 ,2室1厅,87.66,980,111796,房本满五年,西,精装,有电梯,中楼层(共15层)2009年建塔楼,,-
东城,朝阳门南小街 ,3室1厅,85,980,115295,房本满五年,南北,其他,有电梯,低楼层(共16层)2004年建板塔结合,,-
东城,金世纪嘉园 ,3室1厅,131.19,984,75006,房本满五年,东,其他,无电梯,底层(共21层)2006年建塔楼,,-
东城,凯景铭座 ,2室1厅,137.93,1140,82651,房本满五年,东南,精装,有电梯,低楼层(共19层)2001年建塔楼,,-
东城,东后河沿 ,3室2厅,192.27,1570,81657,,东西,精装,有电梯,中楼层(共16层)1999年建板塔结合,,-
东城,朝内大街203号院 ,2室1厅,50.43,605,119969,,南,其他,无电梯,高楼层(共6层)1985年建板楼,,-
东城,灯市口大街 ,3室1厅,95.66,1100,114991,,东南,简装,有电梯,中楼层(共11层)1990年建板塔结合,,-
东城,北河沿大街 ,1室1厅,41.99,505,120267,,南,简装,无电梯,高楼层(共6层)1987年建板楼,,-
东城,东花市北里中区 ,2室1厅,67.13,500,74483,,西,其他,无电梯,顶层(共6层)1994年建塔楼,,-
东城,甘雨胡同2号院 ,3室1厅,88.68,1100,124042,,南北,简装,无,高楼层(共6层)1999年建板楼,,-
东城,甘雨胡同2号院 ,3室1厅,88.68,1100,124042,房本满五年,南北,简装,无,高楼层(共6层)1999年建板楼,,-
东城,景泰东里 ,1室1厅,67.83,485,71503,房本满五年,西,精装,有电梯,顶层(共9层)1994年建板塔结合,,-
东城,华世隆国际公寓 ,3室2厅,197.24,800,40560,房本满五年,南北,简装,有电梯,低楼层(共8层)2001年建塔楼,,-
东城,禄米仓胡同 ,2室1厅,73.6,950,129077,房本满五年,南北,精装,无,顶层(共4层)2003年建板楼,,-
东城,朝阳门南小街 ,3室1厅,68.64,850,123835,房本满五年,东西,精装,有电梯,低楼层(共16层)2004年建板塔结合,,-
东城,北京上舍 ,1室1厅,55.31,580,104864,房本满五年,西南,精装,有电梯,高楼层(共15层)2008年建塔楼,,-
东城,崇文门西大街 ,2室0厅,49.61,496,99980,房本满五年,南,精装,有电梯,低楼层(共13层)1979年建板楼,,-
东城,城市亮点 ,3室2厅,92.66,750,80942,房本满五年,东北,简装,有电梯,顶层(共12层)2003年建板塔结合,,-
东城,天利园 ,1室1厅,66.24,650,98129,房本满五年,西南,简装,有电梯,高楼层(共16层)2003年建板楼,,-
东城,新景家园东区 ,1室1厅,65.5,730,111451,房本满五年,东西,精装,有电梯,低楼层(共15层)2008年建板塔结合,,-
东城,安外西河沿 ,3室1厅,69.77,662,94884,房本满五年,南北,精装,无电梯,顶层(共6层)1983年建板楼,,-
东城,体育馆路甲6号 ,2室1厅,48.35,410,84799,房本满五年,南北,精装,无,中楼层(共5层)1970年建,,-
东城,富贵园二区 ,1室1厅,55.88,580,103794,房本满五年,南,精装,有电梯,高楼层(共18层)2003年建塔楼,,-
东城,朝阳门内大街 ,3室1厅,85.45,880,102985,房本满五年,南北,精装,无电梯,中楼层(共5层)1988年建板楼,,-
东城,花园胡同8号院 ,2室1厅,56.24,600,106686,房本满五年,南北,简装,无电梯,地下室(共5层)1992年建板楼,,-
东城,东公街64号院 ,2室1厅,54.89,590,107488,房本满五年,南北,简装,无电梯,顶层(共6层)1985年建板楼,,-
东城,阳光都市 ,1室1厅,82.4,900,109224,房本满五年,东,精装,有电梯,中楼层(共25层)2000年建塔楼,,-
东城,新景家园东区 ,1室1厅,81.16,860,105964,房本满五年,南,精装,有电梯,低楼层(共15层)2008年建板塔结合,,-
东城,望陶园小区 ,2室1厅,114.74,760,66237,,西北,精装,有电梯,高楼层(共18层)1999年建塔楼,,-
东城,工体3号 ,1室1厅,104.99,680,64769,,东,精装,有电梯,高楼层(共17层)2005年建板塔结合,,-
东城,金桥国际 ,1室1厅,61.03,548,89792,,西,精装,有电梯,中楼层(共19层)2004年建塔楼,,-
东城,大方家胡同 ,1室1厅,49.9,635,127255,,南,精装,无电梯,低楼层(共6层)2003年建板楼,,-
东城,史家胡同20号院 ,3室1厅,64.44,805,124923,,东南,简装,无电梯,底层(共5层)1980年建板楼,,-
东城,东四北大街 ,1室1厅,42.29,460,108773,,东,简装,无,高楼层(共12层)1992年建板塔结合,,-
东城,太华公寓 ,2室1厅,102.98,1000,97107,,东南,精装,有电梯,高楼层(共18层)2000年建塔楼,,-
东城,法华南里 ,4室2厅,133.73,1190,88986,,南北,精装,无电梯,顶层(共6层)1990年建板楼,,-
东城,朝阳首府 ,2室1厅,107.51,1100,102317,,东北,精装,有电梯,中楼层(共15层)2009年建塔楼,,-
东城,朝阳首府 ,2室1厅,124.69,1350,108269,,东南,精装,有电梯,顶层(共11层)2009年建板楼,,-
东城,交道口东大街 ,2室1厅,76.53,1030,134588,,南北,简装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,金桥国际 ,1室1厅,75.17,638,84875,,西,精装,有电梯,低楼层(共27层)2004年建塔楼,,-
东城,朝阳首府 ,2室1厅,124.69,1350,108269,房本满五年,东南,精装,有电梯,顶层(共11层)2009年建板楼,,-
东城,万国城MOMA ,3室2厅,189.64,2100,110737,房本满五年,南北,精装,有电梯,中楼层(共26层)2002年建板塔结合,,-
东城,东直门内北小街2号院 ,2室2厅,188.87,1430,75714,房本满五年,西,精装,有电梯,中楼层(共20层)2003年建塔楼,,-
东城,朝阳门南小街 ,2室1厅,69.86,750,107358,房本满五年,西南,精装,有电梯,顶层(共8层)2004年建板塔结合,,-
东城,民安小区东羊管胡同 ,2室1厅,73.98,819,110706,房本满五年,东西,简装,有电梯,低楼层(共14层)2002年建板塔结合,,-
东城,雍和家园一期 ,4室2厅,267.32,2618,97936,房本满五年,南,其他,有电梯,高楼层(共16层)2001年建板塔结合,,-
东城,仓南胡同 ,2室1厅,68.63,940,136967,房本满五年,南北,其他,无电梯,中楼层(共6层)2003年建板楼,,-
东城,东花市北里西区 ,4室3厅,181.91,1720,94553,房本满五年,南北,精装,无电梯,高楼层(共6层)1996年建板楼,,-
东城,青年湖南街 ,2室1厅,70.66,847,119870,房本满五年,东西,简装,有电梯,低楼层(共14层)1996年建板塔结合,,-
东城,骑河楼大街 ,2室1厅,58.25,656,112619,房本满五年,东西,简装,无电梯,中楼层(共6层)1987年建板楼,,-
东城,民旺园 ,2室1厅,61.61,616,99984,房本满五年,南,简装,有电梯,低楼层(共16层)1993年建塔楼,,-
东城,保利蔷薇 ,1室0厅,40.77,480,117734,房本满五年,北,精装,有电梯,低楼层(共16层)2008年建板塔结合,,-
东城,板厂南里 ,2室1厅,51.14,545,106571,房本满五年,东西北,简装,无电梯,顶层(共5层)1980年建板楼,,-
东城,美术馆后街 ,2室1厅,56.85,740,130168,房本满五年,南北,精装,有电梯,中楼层(共13层)1989年建塔楼,,-
东城,煤渣胡同 ,2室1厅,51.1,564,110372,房本满五年,东,简装,有电梯,低楼层(共9层)1990年建板塔结合,,-
东城,东方财富 ,1室0厅,44.82,465,103749,房本满五年,东,精装,有电梯,中楼层(共15层)2006年建板塔结合,,-
东城,豆瓣胡同 ,1室1厅,55.73,780,139961,房本满五年,东北,简装,有电梯,中楼层(共21层)2003年建板楼,,-
东城,京城仁合 ,1室1厅,75.35,753,99934,房本满五年,东,精装,有电梯,低楼层(共16层)2004年建板塔结合,,-
东城,朝阳门南小街 ,2室1厅,69.86,750,107358,房本满五年,西北,精装,有电梯,低楼层(共8层)2004年建板塔结合,,-
东城,天坛东里南区 ,2室0厅,50.9,425,83498,房本满五年,南,其他,有电梯,中楼层(共12层)1970年建板塔结合,,-
东城,阳光都市 ,2室1厅,152.66,1600,104809,房本满五年,东,精装,有电梯,中楼层(共24层)2000年建塔楼,,-
东城,富贵园一区 ,1室1厅,58.14,686,117992,,东北,其他,有电梯,中楼层(共9层)2004年建板楼,,-
东城,法华南里 ,1室1厅,52.34,450,85977,,南,精装,无电梯,顶层(共6层)1993年建板楼,,-
东城,花园胡同8号院 ,2室1厅,49.29,530,107527,,东,精装,无电梯,中楼层(共5层)1986年建板楼,,-
东城,青年湖南街 ,2室1厅,70.66,820,116049,,东西,简装,有电梯,顶层(共14层)1996年建板塔结合,,-
东城,新景家园东区 ,2室1厅,115.68,1195,103303,,南,简装,有电梯,低楼层(共15层)2008年建板塔结合,,-
东城,新景家园东区 ,2室1厅,77.99,830,106424,,东南,其他,有电梯,高楼层(共17层)2004年建板楼,,-
东城,香河园北里 ,2室1厅,59.34,600,101113,,南北,简装,无电梯,中楼层(共6层)1986年建板楼,,-
东城,安德路47号院 ,2室1厅,61.55,560,90983,,东西,其他,无电梯,中楼层(共6层)1988年建板楼,,-
东城,察慈小区 ,1室1厅,49.33,410,83114,,南北,简装,有电梯,底层(共12层)1992年建板塔结合,,-
东城,幸福家园二期 ,2室1厅,89.55,880,98270,房本满五年,北,其他,有电梯,中楼层(共18层)2003年建板楼,,-
东城,光明西里 ,2室1厅,50.43,508,100734,房本满五年,东西,简装,无电梯,顶层(共5层)1978年建板楼,,-
东城,后拐棒胡同甲2号院 ,2室1厅,58.57,700,119516,房本满五年,南北,简装,无电梯,高楼层(共6层)1988年建板楼,,-
东城,安外大街3号院 ,3室1厅,73.81,664,89961,房本满五年,东北,简装,无电梯,底层(共6层)1988年建板楼,,-
东城,长青园 ,2室1厅,78.52,566,72084,房本满五年,东北,简装,无电梯,顶层(共6层)1995年建板楼,,-
东城,龙潭西里 ,3室1厅,67.28,560,83235,房本满五年,南西,简装,无电梯,顶层(共6层)1980年建板楼,,-
东城,海晟国际公寓 ,1室0厅,45.94,550,119722,房本满五年,西,精装,有电梯,低楼层(共22层)2007年建板塔结合,,-
东城,美惠大厦 ,1室1厅,99.75,648,64963,房本满五年,东,简装,有电梯,低楼层(共15层)1998年建板塔结合,,-
东城,和平里二区 ,2室1厅,79.82,838,104987,房本满五年,西北,精装,有电梯,中楼层(共20层)2006年建塔楼,,-
东城,建国门南大街 ,2室1厅,68.87,810,117613,房本满五年,西北,精装,有电梯,低楼层(共14层)1986年建板塔结合,,-
东城,煤渣胡同 ,1室1厅,46,570,123914,房本满五年,东,简装,有电梯,低楼层(共9层)1990年建板塔结合,,-
东城,交道口东大街 ,1室1厅,74.03,1036,139944,房本满五年,东西,其他,有电梯,高楼层(共10层)2003年建板塔结合,,-
东城,京宝花园 ,2室1厅,162.24,1130,69650,房本满五年,东西,精装,有电梯,低楼层(共12层)1994年建板楼,,-
东城,万国城MOMA ,2室2厅,146.27,1700,116224,房本满五年,西北,精装,有电梯,高楼层(共24层)2006年建塔楼,,-
东城,青年湖东里 ,3室1厅,71.3,670,93970,房本满五年,南北,精装,无电梯,顶层(共6层)1988年建板楼,,-
东城,望陶园小区 ,3室1厅,134.11,885,65991,房本满五年,东南,简装,有电梯,低楼层(共18层)1999年建塔楼,,-
东城,东四西大街40号院 ,2室1厅,64.02,660,103093,房本满五年,西北,简装,无,中楼层(共5层)1988年建板楼,,-
东城,和平里七区 ,2室1厅,68.48,680,99300,房本满五年,东西,精装,无电梯,底层(共6层)1995年建板楼,,-
东城,贡院九号 ,2室2厅,156.83,1568,99981,,南,精装,有电梯,中楼层(共18层)2000年建板塔结合,,-
东城,和平里东街15号院 ,2室1厅,66.15,600,90703,,南北,其他,无电梯,顶层(共6层)1985年建板楼,,-
东城,火桥北里 ,2室1厅,54.45,410,75299,,东西,简装,无,顶层(共6层)1984年建板楼,,-
东城,华府景园 ,4室2厅,211.12,1700,80523,,南北,精装,有电梯,底层(共12层)2001年建板塔结合,,-
东城,广渠家园 ,2室1厅,61.23,540,88193,,西北,精装,有电梯,中楼层(共29层)2009年建板塔结合,,-
东城,郭庄北里 ,3室1厅,69.06,517,74863,,南北,简装,无电梯,顶层(共6层)1984年建板楼,,-
东城,东花市北里西区 ,2室1厅,60.87,590,96928,,东西,精装,无电梯,高楼层(共6层)1995年建塔楼,,-
东城,和平里东街9号院 ,2室1厅,76.38,700,91648,,西,简装,有电梯,底层(共16层)2002年建塔楼,,-
东城,领行国际 ,2室1厅,106.08,850,80129,,东,精装,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,上龙西里 ,2室1厅,107.73,1022,94867,,南北,精装,有电梯,低楼层(共18层)1996年建塔楼,,-
东城,小黄庄二区 ,2室1厅,58.53,515,87990,,南北,精装,无电梯,顶层(共6层)1995年建板楼,,-
东城,当代MOMA ,2室2厅,152.04,1850,121679,,东北,精装,有电梯,低楼层(共21层)2008年建塔楼,,-
东城,当代MOMA ,2室2厅,152.04,1850,121679,房本满五年,东北,精装,有电梯,低楼层(共21层)2008年建塔楼,,-
东城,远洋德邑 ,1室1厅,61.95,560,90396,房本满五年,西北,其他,有电梯,高楼层(共14层)2002年建板塔结合,,-
东城,幸福家园三期 ,2室1厅,89.89,970,107910,房本满五年,东北,简装,有电梯,低楼层(共12层)2005年建板塔结合,,-
东城,京禧阁 ,2室2厅,127.28,1230,96638,房本满五年,东南,其他,有电梯,中楼层(共22层)2013年建塔楼,,-
东城,华普花园 ,8室2厅,390.44,2200,56347,房本满五年,西南,精装,有电梯,底层(共22层)2001年建塔楼,,-
东城,大方家胡同 ,2室1厅,76.42,770,100759,房本满五年,南北,精装,有电梯,低楼层(共16层)2003年建板塔结合,,-
东城,广渠门内大街 ,2室1厅,80.09,800,99888,房本满五年,南北,其他,有电梯,顶层(共13层)1980年建板塔结合,,-
东城,国瑞城东区 ,1室1厅,60.84,638,104866,房本满五年,南,简装,有电梯,低楼层(共16层)2006年建板塔结合,,-
东城,丽水湾畔家园 ,2室1厅,130,1080,83077,房本满五年,西,其他,有电梯,中楼层(共21层)2002年建塔楼,,-
东城,后永康胡同6号院 ,2室1厅,52.23,430,82329,房本满五年,南北,简装,无电梯,地下室(共5层)1990年建板楼,,-
东城,豆瓣胡同 ,2室1厅,69.35,940,135545,房本满五年,西,简装,有电梯,低楼层(共21层)2003年建板楼,,-
东城,南岗子 ,3室1厅,68.62,617,89916,房本满五年,南北,其他,无电梯,顶层(共6层)1985年建板楼,,-
东城,南弓匠营胡同 ,1室1厅,52.84,776,146859,房本满五年,南北,精装,无电梯,中楼层(共5层)2003年建板楼,,-
东城,花市枣苑三期 ,1室1厅,49.52,620,125202,房本满五年,北,精装,有电梯,低楼层(共18层)2005年建塔楼,,-
东城,灯笼库胡同 ,3室1厅,93.43,1395,149310,房本满五年,西,简装,无,底层(共2层)2003年建,,-
东城,交道口东大街 ,2室1厅,70.08,920,131279,房本满五年,东西,简装,无电梯,低楼层(共6层)2002年建板塔结合,,-
东城,长青园 ,2室1厅,63.97,530,82852,房本满五年,东西,其他,无电梯,高楼层(共6层)1989年建板楼,,-
东城,崇文门东大街 ,1室1厅,43.97,425,96657,,南,简装,有电梯,中楼层(共12层)1984年建板塔结合,,-
东城,中景濠庭 ,1室1厅,74.21,700,94327,,北,精装,有电梯,高楼层(共22层)2001年建塔楼,,-
东城,东直门内北小街8号院 ,2室1厅,76.8,840,109375,,南,精装,有电梯,底层(共13层)2003年建板塔结合,,-
东城,灯市口大街 ,3室1厅,95.66,1050,109764,,东南,简装,有电梯,中楼层(共11层)1990年建板塔结合,,-
东城,府上嘉园 ,2室1厅,68.21,950,139276,,东,其他,有电梯,低楼层(共11层)2007年建板塔结合,,-
东城,绿景苑 ,1室1厅,53.04,550,103696,,东,简装,有电梯,低楼层(共18层)2002年建塔楼,,-
东城,金桥国际 ,2室1厅,89.49,829,92637,,东,精装,有电梯,低楼层(共19层)2004年建塔楼,,-
东城,朝阳门南小街 ,2室1厅,69.86,700,100201,,西,其他,有电梯,低楼层(共8层)2005年建板塔结合,,-
东城,阳光都市 ,1室1厅,82.1,850,103533,,西,精装,有电梯,中楼层(共25层)2001年建塔楼,,-
东城,什锦花园胡同21号院 ,2室1厅,48.76,707,144996,,南,精装,无电梯,中楼层(共5层)1985年建板楼,,-
东城,新世界家园 ,3室2厅,172.31,2580,149731,,南北,其他,有电梯,高楼层(共9层)2001年建板楼,,-
东城,新景家园东区 ,2室1厅,85.07,889,104503,,东西,精装,有电梯,低楼层(共17层)2005年建板塔结合,,-
东城,新景家园西区 ,1室1厅,78.32,860,109806,,南,精装,有电梯,中楼层(共9层)2013年建板楼,,-
东城,新景家园东区 ,2室1厅,85.07,889,104503,房本满五年,东西,精装,有电梯,低楼层(共17层)2005年建板塔结合,,-
东城,本家润园三期 ,1室1厅,46.6,442,94850,房本满五年,北,精装,有电梯,中楼层(共18层)2005年建板塔结合,,-
东城,本家润园一期 ,2室1厅,104.4,1248,119541,房本满五年,南,精装,有电梯,顶层(共11层)2005年建板楼,,-
东城,长安太和 ,2室1厅,172.82,2000,115728,房本满五年,北,精装,有电梯,低楼层(共24层)2012年建板楼,,-
东城,广渠门外南街 ,3室1厅,90.13,700,77666,房本满五年,西南,简装,有电梯,低楼层(共12层)1992年建板塔结合,,-
东城,东直门内北小街16号 ,2室2厅,89.13,880,98733,房本满五年,东西,其他,有电梯,底层(共10层)2003年建板塔结合,,-
东城,和平里七区 ,1室1厅,52.77,510,96646,房本满五年,东西,精装,无电梯,底层(共6层)1995年建板楼,,-
东城,富贵园二区 ,1室1厅,48.58,499,102718,房本满五年,北,其他,有电梯,高楼层(共18层)2003年建塔楼,,-
东城,仓南胡同 ,3室1厅,84.78,1100,129748,房本满五年,南北,其他,无电梯,底层(共4层)2003年建板楼,,-
东城,兴隆都市馨园 ,1室1厅,53.27,560,105125,房本满五年,南,其他,无电梯,中楼层(共6层)2003年建板塔结合,,-
东城,左安浦园 ,2室1厅,97.55,780,79959,房本满五年,西,精装,有电梯,中楼层(共14层)2004年建板楼,,-
东城,绿景苑 ,1室1厅,34.22,440,128580,房本满五年,南,精装,有电梯,中楼层(共12层)2002年建板塔结合,,-
东城,地坛北里 ,2室1厅,58.29,605,103792,房本满五年,南北,简装,无电梯,5层1990年建板楼,,-
东城,东四十条甲34号院 ,2室1厅,58.08,650,111915,房本满五年,南北,其他,无电梯,低楼层(共7层)1988年建板楼,,-
东城,新景家园东区 ,1室1厅,59.18,625,105611,房本满五年,西,精装,有电梯,低楼层(共17层)2005年建板塔结合,,-
东城,恒基中心 ,2室1厅,101.96,860,84347,房本满五年,西,精装,无,中楼层(共23层)1997年建塔楼,,-
东城,花市东三条 ,2室1厅,51.02,459,89965,房本满五年,东,简装,无电梯,低楼层(共6层)1987年建板楼,,-
东城,安德路47号院 ,3室1厅,67.99,645.9,95000,房本满五年,南北,其他,无电梯,底层(共5层)1992年建板楼,,-
东城,民安小区东直门内北小街 ,2室1厅,75.09,750,99881,房本满五年,东,简装,有电梯,底层(共14层)2003年建板楼,,-
东城,芳嘉园胡同 ,1室1厅,55.98,650,116113,,西,精装,无电梯,底层(共6层)2003年建板楼,,-
东城,东直门外小街8号院 ,3室1厅,78.1,540,69143,,南北,简装,无电梯,底层(共6层)1995年建板楼,,-
东城,安贞苑50号院 ,2室1厅,65.65,619,94288,,南北,其他,无电梯,顶层(共6层)1996年建板楼,,-
东城,东厂胡同 ,2室1厅,66.07,766,115938,,东西,其他,无电梯,顶层(共5层)1987年建板楼,,-
东城,东厂胡同 ,3室1厅,83.58,970,116057,,东西,精装,无电梯,顶层(共5层)1987年建板楼,,-
东城,大方家胡同 ,2室1厅,85.86,1116,129980,,南,精装,有电梯,高楼层(共9层)2003年建板塔结合,,-
东城,东四十条甲34号院 ,3室1厅,78.82,828,105050,,南北,精装,无电梯,中楼层(共7层)1988年建板楼,,-
东城,广渠家园 ,3室1厅,79.55,730,91767,,东南,精装,有电梯,高楼层(共29层)2009年建板塔结合,,-
东城,绿景馨园 ,2室1厅,70.51,660,93604,,南北,精装,无电梯,高楼层(共6层)2004年建板楼,,-
东城,营房西街 ,1室1厅,39.45,400,101395,,南北,精装,无电梯,高楼层(共6层)1985年建板楼,,-
东城,新景家园西区 ,2室1厅,92.75,930,100270,,西,简装,有电梯,中楼层(共11层)2001年建板塔结合,,-
东城,万国城MOMA ,1室0厅,59.11,700,118424,房本满五年,南,精装,有电梯,中楼层(共27层)2004年建塔楼,,-
东城,东直门外小街8号院 ,3室1厅,78.1,540,69143,房本满五年,南北,简装,无电梯,底层(共6层)1995年建板楼,,-
东城,新景家园西区 ,2室1厅,92.75,930,100270,房本满五年,西,简装,有电梯,中楼层(共11层)2001年建板塔结合,,-
东城,悠胜美苑 ,4室1厅,103.2,770,74613,房本满五年,东北,简装,有电梯,高楼层(共20层)2003年建板塔结合,,-
东城,幸福家园二期 ,2室2厅,111.53,1190,106698,房本满五年,南北,精装,有电梯,高楼层(共18层)2003年建板楼,,-
